,Time.point,Date.collected,Treatment,plant.mass..g,Tank,spp,Density
1,T0,11/3/21,unburned,400,1,chironomid,0
2,T0,11/3/21,unburned,400,1,nauplii,0.75
3,T0,11/3/21,unburned,400,1,kellicottia,1
4,T0,11/3/21,unburned,400,1,keratella,0
5,T0,11/3/21,unburned,400,1,cyclopoid,1.25
6,T0,11/3/21,unburned,400,1,calanoid,0.25
7,T0,11/3/21,unburned,400,1,daphnia,0
8,T1,11/15/21,unburned,400,1,calanoid,0
9,T1,11/15/21,unburned,400,1,cyclopoid,0
10,T1,11/15/21,unburned,400,1,chironomid,4.545454545
11,T1,11/15/21,unburned,400,1,nauplii,0.909090909
12,T1,11/15/21,unburned,400,1,kellicottia,0
13,T1,11/15/21,unburned,400,1,keratella,0
14,T1,11/15/21,unburned,400,1,mosquito,27.27272727
15,T1,11/15/21,unburned,400,1,daphnia,0
16,T2,12/6/21,unburned,400,1,calanoid,0
17,T2,12/6/21,unburned,400,1,cyclopoid,0.552486188
18,T2,12/6/21,unburned,400,1,chironomid,0
19,T2,12/6/21,unburned,400,1,nauplii,0
20,T2,12/6/21,unburned,400,1,kellicottia,0
21,T2,12/6/21,unburned,400,1,keratella,0
22,T2,12/6/21,unburned,400,1,bosmina,0
23,T2,12/6/21,unburned,400,1,ceriodaphnia,0
24,T2,12/6/21,unburned,400,1,daphnia,0
25,T2,12/6/21,unburned,400,1,mosquito,32.87292818
26,T3,1/3/22,unburned,400,1,calanoid,0
27,T3,1/3/22,unburned,400,1,cyclopoid,0
28,T3,1/3/22,unburned,400,1,chironomid,0
29,T3,1/3/22,unburned,400,1,nauplii,0
30,T3,1/3/22,unburned,400,1,kellicottia,0
31,T3,1/3/22,unburned,400,1,keratella,0
32,T3,1/3/22,unburned,400,1,daphnia,0
33,T3,1/3/22,unburned,400,1,mosquito,19.17475728
34,T3,1/3/22,unburned,400,1,mayfly,0.242718447
35,T4,2/1/22,unburned,400,1,calanoid,0
36,T4,2/1/22,unburned,400,1,cyclopoid,0.25
37,T4,2/1/22,unburned,400,1,chironomid,0
38,T4,2/1/22,unburned,400,1,nauplii,0.5
39,T4,2/1/22,unburned,400,1,ephipium,0
40,T4,2/1/22,unburned,400,1,keratella,0
41,T4,2/1/22,unburned,400,1,bosmina,0
42,T4,2/1/22,unburned,400,1,ceriodaphnia,0
43,T4,2/1/22,unburned,400,1,daphnia,5.25
44,T4,2/1/22,unburned,400,1,mosquito,4.25
45,T0,11/3/21,burned,0,2,chironomid,0
46,T0,11/3/21,burned,0,2,calanoid,0
47,T0,11/3/21,burned,0,2,cyclopoid,0.251256281
48,T0,11/3/21,burned,0,2,nauplii,0.502512563
49,T0,11/3/21,burned,0,2,asplanchna,0
50,T0,11/3/21,burned,0,2,bosmina,0
51,T0,11/3/21,burned,0,2,ceriodaphnia,0
52,T0,11/3/21,burned,0,2,daphnia,0
53,T0,11/3/21,burned,0,2,unknown 1,0.251256281
54,T0,11/3/21,burned,0,2,calanoid,0
55,T0,11/3/21,burned,0,2,cyclopoid,0.251256281
56,T0,11/3/21,burned,0,2,keratella,0.753768844
57,T0,11/3/21,burned,0,2,kellicottia,0.753768844
58,T0,11/3/21,burned,0,2,daphnia,0.251256281
59,T0,11/3/21,burned,0,2,kellicottia,0
60,T0,11/3/21,burned,0,2,keratella,7.286432161
61,T0,11/3/21,burned,0,2,nauplii,0
62,T0,11/3/21,burned,0,2,chironomid,0
63,T0,11/3/21,burned,0,2,calanoid,0
64,T0,11/3/21,burned,0,2,cyclopoid,0
65,T0,11/3/21,burned,0,2,nauplii,0.502512563
66,T0,11/3/21,burned,0,2,keratella,0
67,T0,11/3/21,burned,0,2,kellicottia,0
68,T0,11/3/21,burned,0,2,chironomid,1.005025126
69,T1,11/15/21,burned,0,2,calanoid,0
70,T1,11/15/21,burned,0,2,cyclopoid,0
71,T1,11/15/21,burned,0,2,nauplii,0
72,T1,11/15/21,burned,0,2,chironomid,0
73,T1,11/15/21,burned,0,2,keratella,0
74,T1,11/15/21,burned,0,2,kellicottia,0.506329114
75,T1,11/15/21,burned,0,2,asplanchna,0
76,T1,11/15/21,burned,0,2,bosmina,0.253164557
77,T1,11/15/21,burned,0,2,ceriodaphnia,1.772151899
78,T1,11/15/21,burned,0,2,unknown 2,0.253164557
79,T1,11/15/21,burned,0,2,unknown 1,0.506329114
80,T1,11/15/21,burned,0,2,daphnia,0.253164557
81,T2,12/6/21,burned,0,2,calanoid,0.558659218
82,T2,12/6/21,burned,0,2,cyclopoid,0.279329609
83,T2,12/6/21,burned,0,2,chironomid,0
84,T2,12/6/21,burned,0,2,nauplii,0
85,T2,12/6/21,burned,0,2,kellicottia,0
86,T2,12/6/21,burned,0,2,keratella,0
87,T2,12/6/21,burned,0,2,bosmina,0
88,T2,12/6/21,burned,0,2,ceriodaphnia,0.279329609
89,T2,12/6/21,burned,0,2,daphnia,4.748603352
90,T2,12/6/21,burned,0,2,mosquito,0.558659218
91,T3,1/3/22,burned,0,2,calanoid,0.174825175
92,T3,1/3/22,burned,0,2,cyclopoid,0.174825175
93,T3,1/3/22,burned,0,2,chironomid,0
94,T3,1/3/22,burned,0,2,nauplii,2.447552448
95,T3,1/3/22,burned,0,2,kellicottia,0
96,T3,1/3/22,burned,0,2,keratella,0
97,T3,1/3/22,burned,0,2,daphnia,6.118881119
98,T3,1/3/22,burned,0,2,mosquito,0
99,T3,1/3/22,burned,0,2,mayfly,0
100,T4,2/1/22,burned,0,2,calanoid,0
101,T4,2/1/22,burned,0,2,cyclopoid,0
102,T4,2/1/22,burned,0,2,chironomid,0
103,T4,2/1/22,burned,0,2,nauplii,0.265251989
104,T4,2/1/22,burned,0,2,ephipium,0
105,T4,2/1/22,burned,0,2,keratella,0
106,T4,2/1/22,burned,0,2,bosmina,0
107,T4,2/1/22,burned,0,2,ceriodaphnia,0
108,T4,2/1/22,burned,0,2,daphnia,6.896551724
109,T4,2/1/22,burned,0,2,mosquito,0
110,T0,11/3/21,unburned,300,3,bursted daphnia,0
111,T0,11/3/21,unburned,300,3,ceriodaphnia,0
112,T0,11/3/21,unburned,300,3,daphnia,0
113,T0,11/3/21,unburned,300,3,calanoid,0
114,T0,11/3/21,unburned,300,3,cyclopoid,0.964630225
115,T0,11/3/21,unburned,300,3,chironomid,0
116,T0,11/3/21,unburned,300,3,caterpillars,2.572347267
117,T0,11/3/21,unburned,300,3,nauplii,0.321543408
118,T0,11/3/21,unburned,300,3,kellicottia,0
119,T0,11/3/21,unburned,300,3,keratella,0
120,T1,11/15/21,unburned,300,3,calanoid,0
121,T1,11/15/21,unburned,300,3,cyclopoid,0
122,T1,11/15/21,unburned,300,3,chironomid,0
123,T1,11/15/21,unburned,300,3,nauplii,0
124,T1,11/15/21,unburned,300,3,kellicottia,0
125,T1,11/15/21,unburned,300,3,keratella,0
126,T1,11/15/21,unburned,300,3,caterpillars,0.495049505
127,T1,11/15/21,unburned,300,3,ceriodaphnia,0
128,T1,11/15/21,unburned,300,3,daphnia,0.495049505
129,T1,11/15/21,unburned,300,3,mosquito,10.3960396
130,T2,12/6/21,unburned,300,3,calanoid,0
131,T2,12/6/21,unburned,300,3,cyclopoid,0.317460317
132,T2,12/6/21,unburned,300,3,chironomid,0
133,T2,12/6/21,unburned,300,3,nauplii,0
134,T2,12/6/21,unburned,300,3,kellicottia,0
135,T2,12/6/21,unburned,300,3,keratella,0
136,T2,12/6/21,unburned,300,3,bosmina,0
137,T2,12/6/21,unburned,300,3,ceriodaphnia,0
138,T2,12/6/21,unburned,300,3,daphnia,0.317460317
139,T2,12/6/21,unburned,300,3,mosquito,14.6031746
140,T3,1/3/22,unburned,300,3,calanoid,0
141,T3,1/3/22,unburned,300,3,cyclopoid,0
142,T3,1/3/22,unburned,300,3,chironomid,0.219298246
143,T3,1/3/22,unburned,300,3,nauplii,0.219298246
144,T3,1/3/22,unburned,300,3,kellicottia,0
145,T3,1/3/22,unburned,300,3,keratella,0
146,T3,1/3/22,unburned,300,3,daphnia,0.219298246
147,T3,1/3/22,unburned,300,3,mosquito,3.947368421
148,T3,1/3/22,unburned,300,3,mayfly,0
149,T4,2/1/22,unburned,300,3,calanoid,0
150,T4,2/1/22,unburned,300,3,cyclopoid,0
151,T4,2/1/22,unburned,300,3,chironomid,0
152,T4,2/1/22,unburned,300,3,nauplii,1.049868766
153,T4,2/1/22,unburned,300,3,ephipium,0
154,T4,2/1/22,unburned,300,3,keratella,0
155,T4,2/1/22,unburned,300,3,bosmina,0
156,T4,2/1/22,unburned,300,3,ceriodaphnia,0
157,T4,2/1/22,unburned,300,3,daphnia,7.611548556
158,T4,2/1/22,unburned,300,3,mosquito,3.674540682
159,T0,11/3/21,burned,5,4,NA,NA
160,T1,11/15/21,burned,5,4,calanoid,0.268096515
161,T1,11/15/21,burned,5,4,cyclopoid,4.289544236
162,T1,11/15/21,burned,5,4,chironomid,0
163,T1,11/15/21,burned,5,4,nauplii,0.268096515
164,T1,11/15/21,burned,5,4,kellicottia,0
165,T1,11/15/21,burned,5,4,keratella,0
166,T1,11/15/21,burned,5,4,caterpillars,1.876675603
167,T1,11/15/21,burned,5,4,ceriodaphnia,0
168,T1,11/15/21,burned,5,4,daphnia,0
169,T1,11/15/21,burned,5,4,bursted daphnia,0
170,T2,12/6/21,burned,5,4,calanoid,1.25
171,T2,12/6/21,burned,5,4,cyclopoid,0
172,T2,12/6/21,burned,5,4,chironomid,0
173,T2,12/6/21,burned,5,4,nauplii,0
174,T2,12/6/21,burned,5,4,kellicottia,0
175,T2,12/6/21,burned,5,4,keratella,0
176,T2,12/6/21,burned,5,4,bosmina,0
177,T2,12/6/21,burned,5,4,ceriodaphnia,0
178,T2,12/6/21,burned,5,4,daphnia,16
179,T2,12/6/21,burned,5,4,mosquito,1.75
180,T3,1/3/22,burned,5,4,calanoid,0
181,T3,1/3/22,burned,5,4,cyclopoid,0
182,T3,1/3/22,burned,5,4,chironomid,0
183,T3,1/3/22,burned,5,4,nauplii,1.876675603
184,T3,1/3/22,burned,5,4,kellicottia,0
185,T3,1/3/22,burned,5,4,keratella,0
186,T3,1/3/22,burned,5,4,daphnia,0.536193029
187,T3,1/3/22,burned,5,4,mosquito,0.536193029
188,T3,1/3/22,burned,5,4,mayfly,0
189,T4,2/1/22,burned,5,4,calanoid,0
190,T4,2/1/22,burned,5,4,cyclopoid,0
191,T4,2/1/22,burned,5,4,chironomid,0
192,T4,2/1/22,burned,5,4,nauplii,0
193,T4,2/1/22,burned,5,4,ephipium,0
194,T4,2/1/22,burned,5,4,keratella,0
195,T4,2/1/22,burned,5,4,bosmina,0
196,T4,2/1/22,burned,5,4,ceriodaphnia,0
197,T4,2/1/22,burned,5,4,daphnia,0.241545894
198,T4,2/1/22,burned,5,4,mosquito,0
199,T0,11/3/21,unburned,250,5,kellicottia,0
200,T0,11/3/21,unburned,250,5,keratella,0
201,T0,11/3/21,unburned,250,5,caterpillars,0.531914894
202,T0,11/3/21,unburned,250,5,ceriodaphnia,0
203,T0,11/3/21,unburned,250,5,daphnia,0
204,T0,11/3/21,unburned,250,5,bursted daphnia,0.79787234
205,T0,11/3/21,unburned,250,5,cyclopoid,0
206,T0,11/3/21,unburned,250,5,chironomid,0
207,T0,11/3/21,unburned,250,5,nauplii,0
208,T0,11/3/21,unburned,250,5,calanoid,0
209,T1,11/15/21,unburned,250,5,calanoid,0
210,T1,11/15/21,unburned,250,5,cyclopoid,0
211,T1,11/15/21,unburned,250,5,chironomid,0
212,T1,11/15/21,unburned,250,5,nauplii,0
213,T1,11/15/21,unburned,250,5,kellicottia,0
214,T1,11/15/21,unburned,250,5,keratella,0
215,T1,11/15/21,unburned,250,5,daphnia,0
216,T2,12/6/21,unburned,250,5,calanoid,1.347708895
217,T2,12/6/21,unburned,250,5,cyclopoid,0
218,T2,12/6/21,unburned,250,5,chironomid,0
219,T2,12/6/21,unburned,250,5,nauplii,0
220,T2,12/6/21,unburned,250,5,p bugs,0.269541779
221,T2,12/6/21,unburned,250,5,keratella,0
222,T2,12/6/21,unburned,250,5,bosmina,0
223,T2,12/6/21,unburned,250,5,ceriodaphnia,0
224,T2,12/6/21,unburned,250,5,daphnia,1.617250674
225,T2,12/6/21,unburned,250,5,mosquito,5.39083558
226,T3,1/3/22,unburned,250,5,calanoid,0
227,T3,1/3/22,unburned,250,5,cyclopoid,0.426439232
228,T3,1/3/22,unburned,250,5,chironomid,0
229,T3,1/3/22,unburned,250,5,nauplii,0.426439232
230,T3,1/3/22,unburned,250,5,kellicottia,0
231,T3,1/3/22,unburned,250,5,keratella,0
232,T3,1/3/22,unburned,250,5,daphnia,0
233,T3,1/3/22,unburned,250,5,mosquito,1.279317697
234,T3,1/3/22,unburned,250,5,mayfly,0
235,T4,2/1/22,unburned,250,5,calanoid,0
236,T4,2/1/22,unburned,250,5,cyclopoid,0
237,T4,2/1/22,unburned,250,5,chironomid,0
238,T4,2/1/22,unburned,250,5,nauplii,0
239,T4,2/1/22,unburned,250,5,ephipium,0
240,T4,2/1/22,unburned,250,5,keratella,0
241,T4,2/1/22,unburned,250,5,bosmina,0
242,T4,2/1/22,unburned,250,5,ceriodaphnia,2.597402597
243,T4,2/1/22,unburned,250,5,daphnia,29.87012987
244,T4,2/1/22,unburned,250,5,mosquito,1.558441558
245,T0,11/3/21,burned,10,6,chironomid,0
246,T0,11/3/21,burned,10,6,daphnia,0.251889169
247,T0,11/3/21,burned,10,6,keratella,0.503778338
248,T0,11/3/21,burned,10,6,nauplii,0.251889169
249,T0,11/3/21,burned,10,6,calanoid,0.251889169
250,T0,11/3/21,burned,10,6,cyclopoid,0
251,T0,11/3/21,burned,10,6,kellicottia,1.007556675
252,T1,11/15/21,burned,10,6,calanoid,0
253,T1,11/15/21,burned,10,6,cyclopoid,2.179836512
254,T1,11/15/21,burned,10,6,chironomid,0
255,T1,11/15/21,burned,10,6,nauplii,0
256,T1,11/15/21,burned,10,6,kellicottia,0
257,T1,11/15/21,burned,10,6,keratella,0
258,T1,11/15/21,burned,10,6,bosmina,0.272479564
259,T1,11/15/21,burned,10,6,ceriodaphnia,0
260,T1,11/15/21,burned,10,6,daphnia,5.994550409
261,T1,11/15/21,burned,10,6,mosquito,0
262,T2,12/6/21,burned,10,6,calanoid,0
263,T2,12/6/21,burned,10,6,cyclopoid,0
264,T2,12/6/21,burned,10,6,chironomid,0.255754476
265,T2,12/6/21,burned,10,6,nauplii,0.511508951
266,T2,12/6/21,burned,10,6,p bugs,1.023017903
267,T2,12/6/21,burned,10,6,keratella,0
268,T2,12/6/21,burned,10,6,bosmina,0.255754476
269,T2,12/6/21,burned,10,6,ceriodaphnia,0.511508951
270,T2,12/6/21,burned,10,6,daphnia,9.207161125
271,T2,12/6/21,burned,10,6,mosquito,0.255754476
272,T3,1/3/22,burned,10,6,calanoid,0.171821306
273,T3,1/3/22,burned,10,6,cyclopoid,0
274,T3,1/3/22,burned,10,6,chironomid,0
275,T3,1/3/22,burned,10,6,nauplii,3.264604811
276,T3,1/3/22,burned,10,6,kellicottia,0
277,T3,1/3/22,burned,10,6,keratella,0
278,T3,1/3/22,burned,10,6,daphnia,5.154639175
279,T3,1/3/22,burned,10,6,mosquito,0.515463918
280,T3,1/3/22,burned,10,6,mayfly,0
281,T4,2/1/22,burned,10,6,calanoid,0.75
282,T4,2/1/22,burned,10,6,cyclopoid,0
283,T4,2/1/22,burned,10,6,chironomid,0
284,T4,2/1/22,burned,10,6,nauplii,1
285,T4,2/1/22,burned,10,6,ephipium,1.5
286,T4,2/1/22,burned,10,6,mayfly,0.75
287,T4,2/1/22,burned,10,6,bosmina,0
288,T4,2/1/22,burned,10,6,ceriodaphnia,0
289,T4,2/1/22,burned,10,6,daphnia,1
290,T4,2/1/22,burned,10,6,mosquito,0
291,T0,11/3/21,unburned,225,7,cyclopoid,0.278551532
292,T0,11/3/21,unburned,225,7,nauplii,0
293,T0,11/3/21,unburned,225,7,kellicottia,1.114206128
294,T0,11/3/21,unburned,225,7,daphnia,0
295,T0,11/3/21,unburned,225,7,keratella,0.835654596
296,T0,11/3/21,unburned,225,7,calanoid,0.278551532
297,T0,11/3/21,unburned,225,7,chironomid,0
298,T1,11/15/21,unburned,225,7,calanoid,0
299,T1,11/15/21,unburned,225,7,cyclopoid,0.503778338
300,T1,11/15/21,unburned,225,7,chironomid,0
301,T1,11/15/21,unburned,225,7,nauplii,0
302,T1,11/15/21,unburned,225,7,kellicottia,0
303,T1,11/15/21,unburned,225,7,keratella,0
304,T1,11/15/21,unburned,225,7,slug,0.251889169
305,T1,11/15/21,unburned,225,7,ceriodaphnia,0
306,T1,11/15/21,unburned,225,7,daphnia,0
307,T1,11/15/21,unburned,225,7,mosquito,3.526448363
308,T2,12/6/21,unburned,225,7,calanoid,0.294985251
309,T2,12/6/21,unburned,225,7,cyclopoid,0
310,T2,12/6/21,unburned,225,7,chironomid,0
311,T2,12/6/21,unburned,225,7,nauplii,0
312,T2,12/6/21,unburned,225,7,ephipium,0.294985251
313,T2,12/6/21,unburned,225,7,keratella,0
314,T2,12/6/21,unburned,225,7,bosmina,0
315,T2,12/6/21,unburned,225,7,ceriodaphnia,1.179941003
316,T2,12/6/21,unburned,225,7,daphnia,21.82890855
317,T2,12/6/21,unburned,225,7,mosquito,22.12389381
318,T3,1/3/22,unburned,225,7,calanoid,0
319,T3,1/3/22,unburned,225,7,cyclopoid,0.251889169
320,T3,1/3/22,unburned,225,7,chironomid,0
321,T3,1/3/22,unburned,225,7,nauplii,2.518891688
322,T3,1/3/22,unburned,225,7,kellicottia,0
323,T3,1/3/22,unburned,225,7,keratella,0
324,T3,1/3/22,unburned,225,7,daphnia,3.274559194
325,T3,1/3/22,unburned,225,7,mosquito,2.770780856
326,T3,1/3/22,unburned,225,7,mayfly,0
327,T4,2/1/22,unburned,225,7,calanoid,0
328,T4,2/1/22,unburned,225,7,cyclopoid,0.591715976
329,T4,2/1/22,unburned,225,7,chironomid,0
330,T4,2/1/22,unburned,225,7,nauplii,0.295857988
331,T4,2/1/22,unburned,225,7,ephipium,0.591715976
332,T4,2/1/22,unburned,225,7,keratella,0
333,T4,2/1/22,unburned,225,7,worm things,0.887573964
334,T4,2/1/22,unburned,225,7,ceriodaphnia,0.295857988
335,T4,2/1/22,unburned,225,7,daphnia,38.46153846
336,T4,2/1/22,unburned,225,7,mosquito,2.366863905
337,T0,11/3/21,burned,25,8,keratella,0.25
338,T0,11/3/21,burned,25,8,kellicottia,0
339,T0,11/3/21,burned,25,8,chironomid,0
340,T0,11/3/21,burned,25,8,ceriodaphnia,0.25
341,T0,11/3/21,burned,25,8,caterpillars,0.5
342,T0,11/3/21,burned,25,8,nauplii,0
343,T0,11/3/21,burned,25,8,calanoid,0.25
344,T0,11/3/21,burned,25,8,cyclopoid,0.25
345,T1,11/15/21,burned,25,8,calanoid,2.05655527
346,T1,11/15/21,burned,25,8,cyclopoid,6.16966581
347,T1,11/15/21,burned,25,8,chironomid,0
348,T1,11/15/21,burned,25,8,nauplii,1.542416452
349,T1,11/15/21,burned,25,8,kellicottia,0.257069409
350,T1,11/15/21,burned,25,8,keratella,0
351,T1,11/15/21,burned,25,8,daphnia,8.997429306
352,T2,12/6/21,burned,25,8,calanoid,1.775147929
353,T2,12/6/21,burned,25,8,cyclopoid,0.591715976
354,T2,12/6/21,burned,25,8,chironomid,0.591715976
355,T2,12/6/21,burned,25,8,nauplii,0.295857988
356,T2,12/6/21,burned,25,8,ephipium,0
357,T2,12/6/21,burned,25,8,keratella,0
358,T2,12/6/21,burned,25,8,bosmina,0
359,T2,12/6/21,burned,25,8,ceriodaphnia,1.183431953
360,T2,12/6/21,burned,25,8,daphnia,14.49704142
361,T2,12/6/21,burned,25,8,mosquito,0.295857988
362,T3,1/3/22,burned,25,8,calanoid,0.757575758
363,T3,1/3/22,burned,25,8,cyclopoid,0
364,T3,1/3/22,burned,25,8,chironomid,0
365,T3,1/3/22,burned,25,8,nauplii,1.262626263
366,T3,1/3/22,burned,25,8,kellicottia,0
367,T3,1/3/22,burned,25,8,keratella,0
368,T3,1/3/22,burned,25,8,daphnia,2.777777778
369,T3,1/3/22,burned,25,8,mosquito,0.252525253
370,T3,1/3/22,burned,25,8,mayfly,0
371,T4,2/1/22,burned,25,8,calanoid,0.75
372,T4,2/1/22,burned,25,8,cyclopoid,0
373,T4,2/1/22,burned,25,8,nauplii,4.25
374,T4,2/1/22,burned,25,8,chironomid,0
375,T4,2/1/22,burned,25,8,keratella,0
376,T4,2/1/22,burned,25,8,kellicottia,0
377,T4,2/1/22,burned,25,8,asplanchna,0
378,T4,2/1/22,burned,25,8,bosmina,0
379,T4,2/1/22,burned,25,8,ceriodaphnia,0
380,T4,2/1/22,burned,25,8,daphnia,1.25
381,T4,2/1/22,burned,25,8,mosquito,2.75
382,T4,2/1/22,burned,25,8,ephipium,2.25
383,T4,2/1/22,burned,25,8,worm,0.25
384,T4,2/1/22,burned,25,8,mite,0.25
385,T0,11/3/21,unburned,200,9,chironomid,0
386,T0,11/3/21,unburned,200,9,keratella,0
387,T0,11/3/21,unburned,200,9,nauplii,0
388,T0,11/3/21,unburned,200,9,cyclopoid,1.061007958
389,T0,11/3/21,unburned,200,9,calanoid,0.530503979
390,T0,11/3/21,unburned,200,9,ceriodaphnia,0
391,T0,11/3/21,unburned,200,9,kellicottia,0.265251989
392,T1,11/15/21,unburned,200,9,calanoid,0.298507463
393,T1,11/15/21,unburned,200,9,cyclopoid,0.298507463
394,T1,11/15/21,unburned,200,9,chironomid,0
395,T1,11/15/21,unburned,200,9,nauplii,0
396,T1,11/15/21,unburned,200,9,kellicottia,0
397,T1,11/15/21,unburned,200,9,keratella,0
398,T1,11/15/21,unburned,200,9,daphnia,1.492537313
399,T2,12/6/21,unburned,200,9,calanoid,0.357142857
400,T2,12/6/21,unburned,200,9,cyclopoid,0
401,T2,12/6/21,unburned,200,9,chironomid,0.714285714
402,T2,12/6/21,unburned,200,9,nauplii,0
403,T2,12/6/21,unburned,200,9,ephipium,0
404,T2,12/6/21,unburned,200,9,keratella,0
405,T2,12/6/21,unburned,200,9,bosmina,0
406,T2,12/6/21,unburned,200,9,ceriodaphnia,0.357142857
407,T2,12/6/21,unburned,200,9,daphnia,0.357142857
408,T2,12/6/21,unburned,200,9,mosquito,10
409,T3,1/3/22,unburned,200,9,calanoid,0
410,T3,1/3/22,unburned,200,9,cyclopoid,0
411,T3,1/3/22,unburned,200,9,chironomid,0
412,T3,1/3/22,unburned,200,9,nauplii,0
413,T3,1/3/22,unburned,200,9,kellicottia,0
414,T3,1/3/22,unburned,200,9,keratella,0
415,T3,1/3/22,unburned,200,9,daphnia,0
416,T3,1/3/22,unburned,200,9,mosquito,1.08401084
417,T3,1/3/22,unburned,200,9,mayfly,0
418,T4,2/1/22,unburned,200,9,calanoid,0
419,T4,2/1/22,unburned,200,9,cyclopoid,0.252525253
420,T4,2/1/22,unburned,200,9,chironomid,0.757575758
421,T4,2/1/22,unburned,200,9,nauplii,1.262626263
422,T4,2/1/22,unburned,200,9,ephipium,1.262626263
423,T4,2/1/22,unburned,200,9,keratella,0
424,T4,2/1/22,unburned,200,9,bosmina,0
425,T4,2/1/22,unburned,200,9,ceriodaphnia,0
426,T4,2/1/22,unburned,200,9,daphnia,0.505050505
427,T4,2/1/22,unburned,200,9,mosquito,4.545454545
428,T0,11/3/21,burned,50,10,NA,NA
429,T1,11/15/21,burned,50,10,calanoid,6.75
430,T1,11/15/21,burned,50,10,cyclopoid,8
431,T1,11/15/21,burned,50,10,chironomid,0
432,T1,11/15/21,burned,50,10,nauplii,0.75
433,T1,11/15/21,burned,50,10,kellicottia,0
434,T1,11/15/21,burned,50,10,keratella,0
435,T1,11/15/21,burned,50,10,daphnia,12.75
436,T2,12/6/21,burned,50,10,calanoid,1.818181818
437,T2,12/6/21,burned,50,10,cyclopoid,0.25974026
438,T2,12/6/21,burned,50,10,chironomid,1.038961039
439,T2,12/6/21,burned,50,10,nauplii,0.25974026
440,T2,12/6/21,burned,50,10,ephipium,1.038961039
441,T2,12/6/21,burned,50,10,keratella,0
442,T2,12/6/21,burned,50,10,bosmina,0
443,T2,12/6/21,burned,50,10,ceriodaphnia,0
444,T2,12/6/21,burned,50,10,daphnia,14.02597403
445,T2,12/6/21,burned,50,10,mosquito,1.038961039
446,T3,1/3/22,burned,50,10,calanoid,0.662251656
447,T3,1/3/22,burned,50,10,cyclopoid,0
448,T3,1/3/22,burned,50,10,chironomid,0
449,T3,1/3/22,burned,50,10,nauplii,7.726269316
450,T3,1/3/22,burned,50,10,ephipium,1.324503311
451,T3,1/3/22,burned,50,10,keratella,0
452,T3,1/3/22,burned,50,10,bosmina,0
453,T3,1/3/22,burned,50,10,ceriodaphnia,0
454,T3,1/3/22,burned,50,10,daphnia,4.635761589
455,T3,1/3/22,burned,50,10,mosquito,0
456,T4,2/1/22,burned,50,10,calanoid,1.5
457,T4,2/1/22,burned,50,10,cyclopoid,0
458,T4,2/1/22,burned,50,10,chironomid,0
459,T4,2/1/22,burned,50,10,nauplii,2.5
460,T4,2/1/22,burned,50,10,ephipium,3.75
461,T4,2/1/22,burned,50,10,keratella,0
462,T4,2/1/22,burned,50,10,bosmina,0
463,T4,2/1/22,burned,50,10,ceriodaphnia,0.25
464,T4,2/1/22,burned,50,10,daphnia,19
465,T4,2/1/22,burned,50,10,mosquito,0.5
466,T0,11/3/21,unburned,175,11,NA,NA
467,T1,11/15/21,unburned,175,11,calanoid,0
468,T1,11/15/21,unburned,175,11,cyclopoid,0
